Name,Crossing Number,Jones,Volume,Meridian Length,Mosaic/Tile-Number
10_47,10,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 5*t^(-6)-6*t^(-5)+ 7*t^(-4)-5*t^(-3)+ 5*t^(-2)-3*t^(-1)+ 2-t,9.3851941567,1.372156848,{ 7 ; 29 }
10_48,10,-t^(-5)+ 2*t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ 2*t^4-t^5,10.3789014490,1.453070696,{ 7 ; 29 }
10_49,10,t^3-2*t^4+ 5*t^5-6*t^6+ 9*t^7-10*t^8+ 9*t^9-8*t^10+ 5*t^11-3*t^12+ t^13,11.4531933662,1.321760055,{ 7 ; 29 }
10_50,10,1-2*t+ 5*t^2-6*t^3+ 8*t^4-9*t^5+ 8*t^6-7*t^7+ 4*t^8-2*t^9+ t^10,11.1988897920,1.405291698,{ 7 ; 29 }
10_51,10,-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 12*t^(-3)-10*t^(-2)+ 9*t^(-1)-6+ 3*t-t^2,12.6313795199,1.332301055,{ 7 ; 29 }
10_52,10,-t^(-4)+ 2*t^(-3)-4*t^(-2)+ 7*t^(-1)-8+ 10*t-9*t^2+ 8*t^3-6*t^4+ 3*t^5-t^6,11.5375481824,1.481106417,{ 7 ; 29 }
10_53,10,t^2-3*t^3+ 7*t^4-9*t^5+ 12*t^6-12*t^7+ 11*t^8-9*t^9+ 5*t^10-3*t^11+ t^12,12.8868474201,1.327995615,{ 7 ; 29 }
10_54,10,-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 6*t^(-3)-7*t^(-2)+ 8*t^(-1)-6+ 6*t-4*t^2+ 2*t^3-t^4,10.5913111336,1.315102337,{ 7 ; 29 }
10_55,10,t^2-2*t^3+ 5*t^4-7*t^5+ 10*t^6-10*t^7+ 9*t^8-8*t^9+ 5*t^10-3*t^11+ t^12,12.1855406270,1.293867269,{ 7 ; 29 }
10_56,10,1-2*t+ 5*t^2-7*t^3+ 10*t^4-11*t^5+ 10*t^6-9*t^7+ 6*t^8-3*t^9+ t^10,12.3988021558,1.265471974,{ 7 ; 29 }
10_57,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 10*t^(-5)-12*t^(-4)+ 14*t^(-3)-12*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,13.5885585022,1.257089033,{ 7 ; 29 }
10_58,10,t^(-4)-2*t^(-3)+ 5*t^(-2)-8*t^(-1)+ 10-11*t+ 10*t^2-8*t^3+ 6*t^4-3*t^5+ t^6,12.7213306985,1.297969184,{ 7 ; 31 }
10_59,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-12*t^2+ 12*t^3-10*t^4+ 6*t^5-3*t^6+ t^7,13.3899441414,1.285353067,{ 7 ; 31 }
10_60,10,t^(-6)-3*t^(-5)+ 6*t^(-4)-10*t^(-3)+ 13*t^(-2)-14*t^(-1)+ 14-11*t+ 8*t^2-4*t^3+ t^4,13.9800415357,1.299728136,{ 7 ; 31 }
10_61,10,t^(-2)-t^(-1)+ 3-4*t+ 4*t^2-5*t^3+ 5*t^4-4*t^5+ 3*t^6-2*t^7+ t^8,8.4585802675,1.695038477,{ 6 ; 29 }
10_62,10,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 6*t^(-6)-7*t^(-5)+ 7*t^(-4)-6*t^(-3)+ 6*t^(-2)-3*t^(-1)+ 2-t,10.1414690363,1.411839544,{ 6 ; 29 }
10_63,10,t^2-2*t^3+ 5*t^4-7*t^5+ 9*t^6-9*t^7+ 9*t^8-7*t^9+ 4*t^10-3*t^11+ t^12,11.5116912918,1.353469705,{ 6 ; 27 }
10_64,10,t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 8*t-8*t^2+ 8*t^3-7*t^4+ 4*t^5-2*t^6+ t^7,10.8680927130,1.471381759,{ 6 ; 29 }
10_65,10,-t^(-8)+ 2*t^(-7)-5*t^(-6)+ 8*t^(-5)-9*t^(-4)+ 11*t^(-3)-10*t^(-2)+ 8*t^(-1)-5+ 3*t-t^2,12.0764614344,1.340261168,{ 6 ; 27 }
10_66,10,t^3-2*t^4+ 6*t^5-8*t^6+ 11*t^7-13*t^8+ 12*t^9-10*t^10+ 7*t^11-4*t^12+ t^13,13.0292688708,1.325702109,{ 6 ; 27 }
10_67,10,t^(-1)-2+ 5*t-8*t^2+ 10*t^3-10*t^4+ 10*t^5-8*t^6+ 5*t^7-3*t^8+ t^9,12.4216305054,1.294081665,{ 7 ; 29 }
10_68,10,-t^(-7)+ 2*t^(-6)-4*t^(-5)+ 7*t^(-4)-8*t^(-3)+ 9*t^(-2)-9*t^(-1)+ 8-5*t+ 3*t^2-t^3,11.6370352293,1.342517727,{ 7 ; 29 }
10_69,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 11*t^(-5)-13*t^(-4)+ 15*t^(-3)-14*t^(-2)+ 11*t^(-1)-7+ 4*t-t^2,14.1265051706,1.28646054,{ 7 ; 29 }
10_70,10,t^(-7)-3*t^(-6)+ 6*t^(-5)-9*t^(-4)+ 11*t^(-3)-11*t^(-2)+ 10*t^(-1)-8+ 5*t-2*t^2+ t^3,12.5108877304,1.265761723,{ 7 ; 29 }
10_71,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 13-12*t+ 10*t^2-6*t^3+ 3*t^4-t^5,13.3852287460,1.258158916,{ 7 ; 29 }
10_72,10,1-2*t+ 5*t^2-8*t^3+ 11*t^4-12*t^5+ 12*t^6-10*t^7+ 7*t^8-4*t^9+ t^10,12.9295946870,1.278858489,{ 7 ; 29 }
10_73,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 10*t^(-5)-13*t^(-4)+ 14*t^(-3)-13*t^(-2)+ 11*t^(-1)-7+ 4*t-t^2,13.7068808423,1.26992994,{ 7 ; 29 }
10_74,10,t^(-1)-3+ 6*t-8*t^2+ 11*t^3-10*t^4+ 9*t^5-8*t^6+ 4*t^7-2*t^8+ t^9,12.0060369983,1.328413018,{ 6 ; 29 }
10_75,10,t^(-6)-3*t^(-5)+ 6*t^(-4)-10*t^(-3)+ 12*t^(-2)-13*t^(-1)+ 14-10*t+ 7*t^2-4*t^3+ t^4,13.4307487842,1.326253075,{ 6 ; 27 }
10_76,10,1-t+ 4*t^2-6*t^3+ 8*t^4-10*t^5+ 9*t^6-8*t^7+ 6*t^8-3*t^9+ t^10,11.5128604144,1.323589445,{ 6 ; 29 }
10_77,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 8*t^(-5)-10*t^(-4)+ 11*t^(-3)-9*t^(-2)+ 8*t^(-1)-4+ 2*t-t^2,12.0747116814,1.311588345,{ 6 ; 29 }
10_78,10,1-3*t+ 6*t^2-8*t^3+ 11*t^4-11*t^5+ 11*t^6-9*t^7+ 5*t^8-3*t^9+ t^10,12.5020991969,1.311687321,{ 6 ; 27 }
10_79,10,-t^(-5)+ 2*t^(-4)-5*t^(-3)+ 8*t^(-2)-9*t^(-1)+ 11-9*t+ 8*t^2-5*t^3+ 2*t^4-t^5,12.5402952184,1.491719422,{ 7 ; 29 }
10_80,10,t^3-2*t^4+ 6*t^5-8*t^6+ 11*t^7-12*t^8+ 11*t^9-10*t^10+ 6*t^11-3*t^12+ t^13,13.3940444715,1.362100604,{ 7 ; 31 }
10_81,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 11*t^(-2)-13*t^(-1)+ 15-13*t+ 11*t^2-7*t^3+ 3*t^4-t^5,14.4926670315,1.347480142,{ 7 ; 31 }
10_82,10,t^(-3)-3*t^(-2)+ 5*t^(-1)-7+ 10*t-10*t^2+ 10*t^3-8*t^4+ 5*t^5-3*t^6+ t^7,12.4314795313,1.46549263,{ 7 ; 29 }
10_83,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 10*t^(-5)-13*t^(-4)+ 14*t^(-3)-13*t^(-2)+ 11*t^(-1)-7+ 4*t-t^2,14.2580518491,1.439222001,{ 7 ; 29 }
10_84,10,-t^(-2)+ 3*t^(-1)-6+ 11*t-13*t^2+ 15*t^3-14*t^4+ 11*t^5-8*t^6+ 4*t^7-t^8,14.7098987815,1.283946284,{ 7 ; 29 }
10_85,10,-t^(-9)+ 3*t^(-8)-5*t^(-7)+ 7*t^(-6)-9*t^(-5)+ 9*t^(-4)-8*t^(-3)+ 7*t^(-2)-4*t^(-1)+ 3-t,11.7977736599,1.542716873,{ 6 ; 24 }
10_86,10,t^(-4)-4*t^(-3)+ 8*t^(-2)-11*t^(-1)+ 14-14*t+ 13*t^2-10*t^3+ 6*t^4-3*t^5+ t^6,14.3412561395,1.457272763,{ 7 ; 29 }
10_87,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-10*t^(-1)+ 13-13*t+ 13*t^2-10*t^3+ 7*t^4-4*t^5+ t^6,14.2736445980,1.297010513,{ 7 ; 29 }
10_88,10,-t^(-5)+ 4*t^(-4)-8*t^(-3)+ 13*t^(-2)-16*t^(-1)+ 17-16*t+ 13*t^2-8*t^3+ 4*t^4-t^5,15.6466491717,1.321542625,{ 7 ; 31 }
10_89,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 12*t^(-5)-15*t^(-4)+ 17*t^(-3)-16*t^(-2)+ 13*t^(-1)-9+ 5*t-t^2,15.5660589231,1.320269038,{ 7 ; 31 }
10_90,10,t^(-4)-3*t^(-3)+ 7*t^(-2)-10*t^(-1)+ 12-13*t+ 12*t^2-9*t^3+ 6*t^4-3*t^5+ t^6,13.8661498632,1.413810459,{ 7 ; 29 }
10_91,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 9*t^(-2)-11*t^(-1)+ 13-11*t+ 9*t^2-6*t^3+ 3*t^4-t^5,13.4870224202,1.480310473,{ 7 ; 29 }
10_92,10,1-3*t+ 7*t^2-10*t^3+ 14*t^4-15*t^5+ 14*t^6-12*t^7+ 8*t^8-4*t^9+ t^10,14.8553501715,1.317140217,{ 7 ; 29 }
10_93,10,-t^(-6)+ 3*t^(-5)-6*t^(-4)+ 9*t^(-3)-10*t^(-2)+ 11*t^(-1)-10+ 8*t-5*t^2+ 3*t^3-t^4,13.0164671649,1.492392277,{ 7 ; 29 }
10_94,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-8+ 11*t-12*t^2+ 11*t^3-9*t^4+ 6*t^5-3*t^6+ t^7,13.3115665249,1.446022965,{ 7 ; 29 }
10_95,10,-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 11*t^(-5)-14*t^(-4)+ 16*t^(-3)-14*t^(-2)+ 12*t^(-1)-8+ 4*t-t^2,15.0478528845,1.305732779,{ 7 ; 29 }
10_96,10,t^(-6)-3*t^(-5)+ 7*t^(-4)-11*t^(-3)+ 14*t^(-2)-16*t^(-1)+ 15-12*t+ 9*t^2-4*t^3+ t^4,15.1778514277,1.342982361,{ 7 ; 31 }
10_97,10,t^(-1)-3+ 7*t-11*t^2+ 14*t^3-14*t^4+ 14*t^5-11*t^6+ 7*t^7-4*t^8+ t^9,14.8527467083,1.340582998,{ 7 ; 31 }
10_98,10,1-3*t+ 7*t^2-9*t^3+ 13*t^4-14*t^5+ 12*t^6-11*t^7+ 7*t^8-3*t^9+ t^10,14.4129190235,1.478910479,{ 7 ; 31 }
10_99,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 15-12*t+ 10*t^2-7*t^3+ 3*t^4-t^5,14.3343445190,1.496763931,{ 7 ; 31 }
10_100,10,-t^(-9)+ 3*t^(-8)-6*t^(-7)+ 8*t^(-6)-10*t^(-5)+ 11*t^(-4)-9*t^(-3)+ 8*t^(-2)-5*t^(-1)+ 3-t,12.8108825664,1.601846185,{ 6 ; 24 }
10_101,10,t^2-3*t^3+ 7*t^4-10*t^5+ 14*t^6-14*t^7+ 13*t^8-11*t^9+ 7*t^10-4*t^11+ t^12,14.6875068376,1.327944478,{ 7 ; 29 }
10_102,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-9*t^(-1)+ 12-12*t+ 11*t^2-9*t^3+ 6*t^4-3*t^5+ t^6,13.7273432971,1.440825463,{ 7 ; 29 }
10_103,10,-t^(-8)+ 3*t^(-7)-6*t^(-6)+ 9*t^(-5)-12*t^(-4)+ 13*t^(-3)-11*t^(-2)+ 10*t^(-1)-6+ 3*t-t^2,13.8747895699,1.52255497,{ 7 ; 29 }
10_104,10,-t^(-5)+ 3*t^(-4)-6*t^(-3)+ 10*t^(-2)-12*t^(-1)+ 13-12*t+ 10*t^2-6*t^3+ 3*t^4-t^5,14.1071266875,1.514165312,{ 7 ; 31 }
10_105,10,t^(-3)-3*t^(-2)+ 7*t^(-1)-11+ 14*t-15*t^2+ 15*t^3-12*t^4+ 8*t^5-4*t^6+ t^7,15.1816955046,1.354325909,{ 7 ; 31 }
10_106,10,t^(-3)-3*t^(-2)+ 6*t^(-1)-9+ 12*t-12*t^2+ 12*t^3-10*t^4+ 6*t^5-3*t^6+ t^7,13.9330189943,1.50828303,{ 7 ; 29 }
10_107,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 12*t^(-2)-14*t^(-1)+ 16-15*t+ 12*t^2-8*t^3+ 4*t^4-t^5,15.3528526970,1.337830154,{ 7 ; 29 }
10_108,10,-t^(-4)+ 3*t^(-3)-5*t^(-2)+ 8*t^(-1)-9+ 10*t-10*t^2+ 8*t^3-5*t^4+ 3*t^5-t^6,12.9046239529,1.606905227,{ 7 ; 31 }
10_109,10,-t^(-5)+ 3*t^(-4)-7*t^(-3)+ 11*t^(-2)-13*t^(-1)+ 15-13*t+ 11*t^2-7*t^3+ 3*t^4-t^5,14.9002086030,1.499963817,{ 7 ; 31 }
10_110,10,t^(-3)-3*t^(-2)+ 7*t^(-1)-10+ 13*t-14*t^2+ 13*t^3-11*t^4+ 7*t^5-3*t^6+ t^7,14.7774626650,1.475189186,{ 7 ; 31 }
10_111,10,1-3*t+ 7*t^2-9*t^3+ 12*t^4-13*t^5+ 12*t^6-10*t^7+ 6*t^8-3*t^9+ t^10,14.2650230134,1.443813803,{ 7 ; 31 }
10_112,10,t^(-7)-4*t^(-6)+ 7*t^(-5)-11*t^(-4)+ 14*t^(-3)-14*t^(-2)+ 14*t^(-1)-10+ 7*t-4*t^2+ t^3,14.7558840759,1.550750338,{ 7 ; 29 }
10_113,10,-t^(-2)+ 4*t^(-1)-8+ 14*t-17*t^2+ 19*t^3-18*t^4+ 14*t^5-10*t^6+ 5*t^7-t^8,16.4734736614,1.316549352,{ 7 ; 29 }
10_114,10,t^(-6)-4*t^(-5)+ 7*t^(-4)-11*t^(-3)+ 15*t^(-2)-15*t^(-1)+ 15-12*t+ 8*t^2-4*t^3+ t^4,15.3049043434,1.543165121,{ 7 ; 29 }
10_115,10,-t^(-5)+ 4*t^(-4)-9*t^(-3)+ 14*t^(-2)-17*t^(-1)+ 19-17*t+ 14*t^2-9*t^3+ 4*t^4-t^5,16.6380380564,1.457189705,{ 7 ; 31 }
10_116,10,t^(-7)-4*t^(-6)+ 8*t^(-5)-12*t^(-4)+ 15*t^(-3)-16*t^(-2)+ 15*t^(-1)-11+ 8*t-4*t^2+ t^3,15.4238665073,1.555128374,{ 6 ; 24 }
10_117,10,-t^(-8)+ 4*t^(-7)-9*t^(-6)+ 13*t^(-5)-16*t^(-4)+ 18*t^(-3)-16*t^(-2)+ 13*t^(-1)-8+ 4*t-t^2,16.1254435239,1.428596659,{ 7 ; 29 }
10_118,10,-t^(-5)+ 4*t^(-4)-8*t^(-3)+ 12*t^(-2)-15*t^(-1)+ 17-15*t+ 12*t^2-8*t^3+ 4*t^4-t^5,15.5452149056,1.510167615,{ 7 ; 31 }
10_119,10,t^(-6)-4*t^(-5)+ 8*t^(-4)-12*t^(-3)+ 16*t^(-2)-17*t^(-1)+ 16-13*t+ 9*t^2-4*t^3+ t^4,15.9386941262,1.438335677,{ 7 ; 31 }
10_120,10,t^2-4*t^3+ 10*t^4-13*t^5+ 17*t^6-18*t^7+ 16*t^8-13*t^9+ 8*t^10-4*t^11+ t^12,16.2713682821,1.462640753,{ 7 ; 31 }
10_121,10,-t^(-2)+ 5*t^(-1)-10+ 15*t-18*t^2+ 20*t^3-18*t^4+ 14*t^5-9*t^6+ 4*t^7-t^8,16.9748770321,1.46192892,{ 7 ; 31 }
10_122,10,t^(-6)-5*t^(-5)+ 9*t^(-4)-13*t^(-3)+ 17*t^(-2)-17*t^(-1)+ 17-13*t+ 8*t^2-4*t^3+ t^4,16.4108231586,1.578235006,{ 7 ; 31 }
10_123,10,-t^(-5)+ 5*t^(-4)-10*t^(-3)+ 15*t^(-2)-19*t^(-1)+ 21-19*t+ 15*t^2-10*t^3+ 5*t^4-t^5,17.0857094829,1.618033989,{ 7 ; 31 }
10_124,10,t^4+ t^6-t^10,0,Not Hyperbolic,{ 6 ; 24 }
10_125,10,-t^(-4)+ t^(-3)-t^(-2)+ 2*t^(-1)-1+ 2*t-t^2+ t^3-t^4,4.6119613744,1.755315744,{ 6 ; 24 }
10_126,10,-t^(-8)+ t^(-7)-2*t^(-6)+ 3*t^(-5)-3*t^(-4)+ 4*t^(-3)-2*t^(-2)+ 2*t^(-1)-1,6.9042561238,1.583497222,{ 6 ; 24 }
10_127,10,2*t^2-2*t^3+ 4*t^4-5*t^5+ 5*t^6-5*t^7+ 3*t^8-2*t^9+ t^10,8.8968167596,1.370967231,{ 6 ; 24 }
10_128,10,t^3-t^4+ 2*t^5-t^6+ 2*t^7-2*t^8+ t^9-t^10,5.8605393017,1.482838697,{ 7 ; 29 }
10_129,10,-t^(-3)+ 2*t^(-2)-3*t^(-1)+ 5-4*t+ 4*t^2-3*t^3+ 2*t^4-t^5,8.9015166372,1.411076431,{ 7 ; 29 }
10_130,10,-t^(-7)+ t^(-6)-2*t^(-5)+ 3*t^(-4)-2*t^(-3)+ 3*t^(-2)-2*t^(-1)+ 2-t,6.7781988900,1.589214164,{ 7 ; 29 }
10_131,10,2*t-3*t^2+ 5*t^3-5*t^4+ 5*t^5-5*t^6+ 3*t^7-2*t^8+ t^9,9.4650216572,1.466427391,{ 7 ; 29 }
10_132,10,-t^(-7)+ t^(-6)-t^(-5)+ t^(-4)+ t^(-2),4.0568602242,1.553898243,{ 7 ; 29 }
10_133,10,t-t^2+ 3*t^3-3*t^4+ 3*t^5-3*t^6+ 2*t^7-2*t^8+ t^9,7.7983002321,1.367836149,{ 7 ; 29 }
10_134,10,t^3-t^4+ 3*t^5-3*t^6+ 4*t^7-4*t^8+ 3*t^9-3*t^10+ t^11,8.3929225083,1.327505181,{ 7 ; 29 }
10_135,10,-2*t^(-3)+ 4*t^(-2)-5*t^(-1)+ 7-6*t+ 6*t^2-4*t^3+ 2*t^4-t^5,10.6871749683,1.277845326,{ 7 ; 29 }
10_136,10,-t^(-4)+ 2*t^(-3)-2*t^(-2)+ 3*t^(-1)-2+ 2*t-2*t^2+ t^3,7.7462745462,1.492544873,{ 7 ; 29 }
10_137,10,t^(-2)-2*t^(-1)+ 4-4*t+ 4*t^2-4*t^3+ 3*t^4-2*t^5+ t^6,9.2505562626,1.403511117,{ 7 ; 31 }
10_138,10,t^(-3)-2*t^(-2)+ 4*t^(-1)-5+ 6*t-6*t^2+ 5*t^3-4*t^4+ 2*t^5,10.4672462426,1.398657178,{ 7 ; 31 }
10_139,10,t^4+ t^6-t^8+ t^9-t^10+ t^11-t^12,4.8511707573,1.805414732,{ 6 ; 29 }
10_140,10,1-t+ t^2-t^3+ 2*t^4-t^5+ t^6-t^7,5.2125668223,1.97742993,{ 6 ; 27 }
10_141,10,t^(-2)-2*t^(-1)+ 3-3*t+ 4*t^2-3*t^3+ 2*t^4-2*t^5+ t^6,7.9364742292,1.549476065,{ 6 ; 24 }
10_142,10,t^3-t^4+ 2*t^5-2*t^6+ 3*t^7-2*t^8+ 2*t^9-2*t^10,6.7708167807,1.601959831,{ 6 ; 27 }
10_143,10,-t^(-8)+ 2*t^(-7)-3*t^(-6)+ 4*t^(-5)-5*t^(-4)+ 5*t^(-3)-3*t^(-2)+ 3*t^(-1)-1,9.0708992700,1.451587411,{ 6 ; 24 }
10_144,10,2*t^(-1)-3+ 5*t-7*t^2+ 7*t^3-6*t^4+ 5*t^5-3*t^6+ t^7,10.7965949841,1.357589436,{ 6 ; 27 }
10_145,10,-t^(-10)+ t^(-9)-t^(-8)+ t^(-7)+ t^(-2),5.0448991629,1.887268265,{ 7 ; 29 }
10_146,10,-t^(-5)+ 3*t^(-4)-4*t^(-3)+ 5*t^(-2)-6*t^(-1)+ 6-4*t+ 3*t^2-t^3,10.5610167549,1.332077936,{ 7 ; 29 }
10_147,10,t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 5*t-4*t^2+ 4*t^3-3*t^4+ t^5,9.4175909160,1.421541608,{ 7 ; 29 }
10_148,10,-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 5*t^(-5)-5*t^(-4)+ 6*t^(-3)-4*t^(-2)+ 3*t^(-1)-1,10.2602434363,1.475377054,{ 6 ; 24 }
10_149,10,2*t^2-3*t^3+ 6*t^4-7*t^5+ 7*t^6-7*t^7+ 5*t^8-3*t^9+ t^10,11.4427267788,1.431584786,{ 7 ; 29 }
10_150,10,1-2*t+ 4*t^2-4*t^3+ 5*t^4-5*t^5+ 4*t^6-3*t^7+ t^8,10.0813628565,1.494517928,{ 7 ; 29 }
10_151,10,-2*t^(-6)+ 4*t^(-5)-6*t^(-4)+ 8*t^(-3)-7*t^(-2)+ 7*t^(-1)-5+ 3*t-t^2,11.8430447516,1.390498225,{ 7 ; 29 }
10_152,10,t^4+ t^6+ t^7-2*t^8+ 2*t^9-3*t^10+ 2*t^11-2*t^12+ t^13,8.5360653472,1.684017712,{ 7 ; 29 }
10_153,10,-t^(-5)+ t^(-4)-t^(-3)+ t^(-2)+ 1+ t-t^2+ t^3-t^4,7.3743438893,2.05120142,{ 7 ; 29 }
10_154,10,t^3+ 2*t^6-2*t^7+ 2*t^8-3*t^9+ 2*t^10-2*t^11+ t^12,9.2498874438,1.733570425,{ 7 ; 31 }
10_155,10,t^(-6)-2*t^(-5)+ 3*t^(-4)-4*t^(-3)+ 4*t^(-2)-4*t^(-1)+ 4-2*t+ t^2,9.2505416130,1.722083806,{ 6 ; 24 }
10_156,10,-t^(-6)+ 3*t^(-5)-5*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 6*t^(-1)-4+ 3*t-t^2,11.1633906421,1.393973525,{ 7 ; 29 }
10_157,10,t^(-10)-4*t^(-9)+ 6*t^(-8)-8*t^(-7)+ 9*t^(-6)-8*t^(-5)+ 7*t^(-4)-4*t^(-3)+ 2*t^(-2),12.6653332849,1.465571232,{ 7 ; 31 }
10_158,10,t^(-4)-3*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 8-8*t+ 6*t^2-4*t^3+ 2*t^4,12.2712363584,1.418844054,{ 7 ; 29 }
10_159,10,-1+ 4*t-5*t^2+ 7*t^3-7*t^4+ 6*t^5-5*t^6+ 3*t^7-t^8,11.7406410379,1.527172941,{ 6 ; 24 }
10_160,10,1-2*t+ 3*t^2-3*t^3+ 4*t^4-3*t^5+ 3*t^6-2*t^7,9.2039166060,1.600169293,{ 7 ; 29 }
10_161,10,t^3+ t^6-t^7+ t^8-t^9+ t^10-t^11,5.6387729488,1.849791887,{ 7 ; 29 }
10_162,10,t^(-7)-2*t^(-6)+ 4*t^(-5)-6*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 5*t^(-1)-3+ 2*t,10.6933605467,1.549459777,{ 7 ; 29 }
10_163,10,-t^(-2)+ 4*t^(-1)-6+ 8*t-9*t^2+ 9*t^3-7*t^4+ 5*t^5-2*t^6,13.2900030685,1.44450066,{ 7 ; 29 }
10_164,10,-t^(-5)+ 3*t^(-4)-5*t^(-3)+ 7*t^(-2)-8*t^(-1)+ 8-6*t+ 5*t^2-2*t^3,12.5066879308,1.512790453,{ 7 ; 29 }
10_165,10,t^(-9)-3*t^(-8)+ 4*t^(-7)-6*t^(-6)+ 7*t^(-5)-6*t^(-4)+ 6*t^(-3)-4*t^(-2)+ 2*t^(-1),11.6030846497,1.512756378,{ 7 ; 31 }